song_name;song_popularity;song_duration_ms;acousticness;danceability;energy;key;liveness;audio_mode;speechiness;tempo;time_signature;audio_valence
Just A Friend;63;238266;0.12;0.862;0.6629999999999999;0;0.318;1;0.21;8.530.799.999.999.990;4;0.8370000000000001
Shimmy Shimmy Ya;68;161400;0.09699999999999999;0.8140000000000001;0.48100000000000004;0;0.0495;1;0.245;9.625.200.000.000.000;4;0.193
Money Ain't a Thang;58;254253;0.0581;0.8540000000000001;0.738;6;0.106;0;0.244;100.0;4;0.847
Got Your Money (feat. Kelis);65;239546;0.0516;0.934;0.45899999999999996;1;0.222;1;0.18899999999999997;103.04;4;0.6970000000000001
Knockin' Boots;32;233120;0.0877;0.941;0.6779999999999999;7;0.358;1;0.287;101.399;4;0.625
Gettin' Jiggy Wit It;72;227694;0.0175;0.8809999999999999;0.8740000000000001;6;0.154;1;0.139;107.891;4;0.858
Gone Till November;47;207466;0.0888;0.677;0.503;4;0.182;1;0.0867;85.926;4;0.41700000000000004
Rebirth Of Slick (Cool Like Dat);58;261266;0.0476;0.884;0.33399999999999996;1;0.107;0;0.228;98.315;4;0.5710000000000001
No Scrubs;51;218026;0.0463;0.799;0.642;8;0.0616;0;0.13;9.290.700.000.000.000;4;0.536
Doo Wop (That Thing);76;320266;0.0393;0.535;0.505;2;0.0923;0;0.245;99.935;4;0.495
Summertime - Single Edit;47;237093;0.00328;0.614;0.752;7;0.379;1;0.0652;9.501.799.999.999.990;4;0.444
Ghetto Supastar (That is What You Are);70;261133;0.0335;0.818;0.653;1;0.22;1;0.204;99.931;4;0.5329999999999999
Jump;69;195106;0.0005009999999999999;0.7490000000000001;0.745;2;0.33299999999999996;1;0.16399999999999998;10.197.200.000.000.000;4;0.48100000000000004
No Diggity;81;304600;0.303;0.868;0.6459999999999999;1;0.284;0;0.28800000000000003;88.641;4;0.67
Still Not a Player (feat. Joe);53;236120;0.19;0.902;0.653;4;0.0895;0;0.284;94.069;4;0.863
I Wish - Radio Edit;63;252306;0.00826;0.715;0.738;7;0.26;1;0.157;9.787.700.000.000.000;4;0.573
Regulate;76;248866;0.29;0.845;0.51;11;0.114;0;0.22399999999999998;95.265;4;0.74
Now That We Found Love;45;257693;0.0312;0.72;0.8909999999999999;8;0.21;1;0.0761;119.976;4;0.7
I'll Be There For You/You're All I Need To Get By;10;307506;0.14400000000000002;0.6970000000000001;0.828;1;0.33399999999999996;0;0.0963;95.052;4;0.555
It Was A Good Day;64;260306;0.135;0.78;0.754;5;0.0467;0;0.0949;82.395;4;0.81
Funkdafied;50;185933;0.0757;0.802;0.461;11;0.109;0;0.302;90.995;4;0.74
On & On;52;225973;0.0534;0.758;0.408;4;0.29600000000000004;1;0.159;80.485;4;0.36700000000000005
Murder Was The Case (Death After Visualizing Eternity) (feat. Dat Nigga Daz);39;218186;0.00561;0.4;0.841;11;0.33799999999999997;1;0.14800000000000002;91.162;4;0.62
Under The Bridge;67;265506;0.0168;0.5539999999999999;0.49;4;0.136;1;0.0457;84.275;4;0.513
Drive;76;232453;0.0562;0.645;0.792;4;0.11900000000000001;0;0.036000000000000004;90.565;4;0.6659999999999999
Torn - Acoustic MTV Unplugged;61;186400;0.7190000000000001;0.5379999999999999;0.47100000000000003;5;0.109;1;0.0441;9.380.799.999.999.990;4;0.499
Wonderwall;21;258906;0.00212;0.41200000000000003;0.8490000000000001;2;0.13;1;0.0361;174.428;4;0.486
Give Me One Reason;71;268333;0.602;0.608;0.419;11;0.10800000000000001;1;0.0331;100.22;4;0.602
High And Dry;74;257480;0.0718;0.418;0.38299999999999995;4;0.0896;1;0.0257;87.773;4;0.35200000000000004
Sunny Came Home;62;264200;0.344;0.5539999999999999;0.58;11;0.0989;0;0.0322;167.83;4;0.402
Fade Into You;72;295600;0.245;0.42;0.33;9;0.0677;1;0.0275;157.143;3;0.175
Hallelujah;57;413826;0.9309999999999999;0.32299999999999995;0.136;0;0.17600000000000002;1;0.0318;96.88;3;0.0828
Bitter Sweet Symphony;32;358426;0.0415;0.389;0.889;9;0.46299999999999997;1;0.0442;17.112.099.999.999.900;4;0.524
Meet Virginia;67;239933;0.0863;0.675;0.5529999999999999;7;0.11800000000000001;1;0.0486;90.02;4;0.594
How's It Going To Be;67;253413;0.0032700000000000003;0.562;0.593;5;0.0967;1;0.0263;80.289;4;0.574
Iris;77;289533;0.00125;0.315;0.715;11;0.0942;0;0.0362;155.925;3;0.49700000000000005
Mr. Jones;78;272506;0.21100000000000002;0.581;0.8170000000000001;0;0.24600000000000002;1;0.0382;141.607;4;0.779
Good Riddance (Time of Your Life);77;153466;0.183;0.475;0.43200000000000005;7;0.161;1;0.0302;94.605;4;0.648
You Were Meant For Me;66;254480;0.7909999999999999;0.5820000000000001;0.33;6;0.105;1;0.0347;11.187.299.999.999.900;4;0.40700000000000003
Fake Plastic Trees;70;290706;0.16699999999999998;0.45399999999999996;0.22899999999999998;2;0.20199999999999999;1;0.0297;7.355.199.999.999.990;4;0.134
Zombie - Acoustic Version;64;241560;0.00414;0.469;0.42700000000000005;4;0.128;0;0.0241;84.053;4;0.0821
Don't Speak;39;263000;0.24;0.522;0.7070000000000001;5;0.156;0;0.0354;76.05;4;0.5720000000000001
Save Tonight;75;242733;8.14e-05;0.547;0.7070000000000001;0;0.285;1;0.0338;11.957.600.000.000.000;4;0.654
Glycerine - Acoustic;14;212893;0.56;0.648;0.278;11;0.122;0;0.037000000000000005;11.882.700.000.000.000;4;0.303
The Freshmen;65;269466;0.0757;0.5710000000000001;0.505;1;0.109;0;0.0238;9.956.200.000.000.000;4;0.276
Loser;70;235000;0.0341;0.66;0.627;6;0.385;0;0.124;85.44;4;0.789
1979;19;265893;0.0218;0.768;0.7440000000000001;8;0.063;1;0.0338;127.036;4;0.963
Losing My Religion;28;267733;0.0767;0.672;0.841;9;0.135;0;0.0285;12.543.700.000.000.000;4;0.82
Push;72;238666;0.0067;0.42;0.672;6;0.10800000000000001;1;0.027000000000000003;168.019;4;0.47600000000000003
When I Come Around;74;178000;0.0175;0.531;0.909;11;0.231;1;0.034;97.546;4;0.8140000000000001
What It's Like;17;303133;0.0904;0.6779999999999999;0.556;0;0.0866;1;0.0281;8.515.799.999.999.990;4;0.405
Plush - Acoustic;63;230293;0.7120000000000001;0.644;0.363;5;0.659;0;0.0397;13.339.600.000.000.000;4;0.303
Everlong - Acoustic Version;70;250906;0.909;0.643;0.344;2;0.106;1;0.0349;144.171;4;0.547
Name;66;270000;0.0691;0.46399999999999997;0.701;9;0.0766;1;0.0341;73.97;4;0.40700000000000003
A Long December;59;295066;0.469;0.39799999999999996;0.591;5;0.337;1;0.0298;142.336;4;0.425
Kiss From A Rose - Acoustic Version;56;324066;0.743;0.659;0.40700000000000003;4;0.0784;0;0.0353;119.321;3;0.26899999999999996
More Than Words;69;334106;0.46799999999999997;0.615;0.129;6;0.114;1;0.0286;9.176.899.999.999.990;4;0.249
Head Over Feet - Live/Unplugged Version;54;262560;0.0688;0.42100000000000004;0.7340000000000001;0;0.9740000000000001;1;0.0511;16.877.200.000.000.000;4;0.34
All The Small Things;80;168000;0.0122;0.439;0.8909999999999999;0;0.547;1;0.057;148.599;4;0.695
Black Hole Sun;16;318040;0.000336;0.35600000000000004;0.7170000000000001;6;0.0727;1;0.0367;105.78;4;0.193
Slide;69;212066;0.00483;0.395;0.843;8;0.0404;1;0.0374;11.242.299.999.999.900;4;0.48100000000000004
Crash into Me;68;316466;0.122;0.541;0.677;4;0.0938;1;0.0373;101.1;4;0.555
Santeria;24;183200;0.0223;0.6729999999999999;0.772;1;0.141;0;0.0427;9.035.600.000.000.000;4;0.585
Waterfalls;74;279506;0.311;0.77;0.505;1;0.0777;1;0.0828;171.798;4;0.757
No Diggity;81;304600;0.303;0.868;0.6459999999999999;1;0.284;0;0.28800000000000003;88.641;4;0.67
I Don't Want to Miss a Thing;78;298760;0.165;0.38299999999999995;0.662;2;0.248;1;0.0333;121.154;4;0.138
She's so High;73;224693;0.2;0.537;0.84;9;0.0998;1;0.0363;12.426.899.999.999.900;4;0.21100000000000002
When You Say Nothing At All;63;261120;0.7140000000000001;0.509;0.242;3;0.127;1;0.0291;169.642;4;0.44799999999999995
I Don't Want to Wait - Remastered Version;54;318773;0.315;0.391;0.514;11;0.0567;1;0.0447;177.872;4;0.43700000000000006
Sex & Candy;70;173493;0.23800000000000002;0.67;0.5579999999999999;2;0.106;1;0.0251;8.051.100.000.000.000;4;0.63
Where Is My Mind?;68;231666;0.0177;0.508;0.597;4;0.091;1;0.0396;8.198.200.000.000.000;4;0.185
Lovefool - Radio Edit;75;193893;0.0646;0.64;0.602;9;0.375;1;0.0299;111.87;4;0.951
Kind & Generous;59;241013;0.35;0.593;0.611;3;0.605;1;0.0504;93.171;4;0.473
Karma Police;16;264066;0.0626;0.36;0.505;7;0.172;1;0.026000000000000002;74.807;4;0.317
Alive;15;341160;0.00636;0.325;0.83;2;0.255;1;0.0415;74.992;4;0.56
Stellar - acoustic;49;195973;0.519;0.40299999999999997;0.498;9;0.267;1;0.0332;128.192;4;0.35100000000000003
Kryptonite;79;233933;0.006640000000000001;0.545;0.865;11;0.168;0;0.0286;99.01;4;0.5429999999999999
All For You;66;218706;0.0399;0.631;0.7559999999999999;8;0.0924;1;0.0376;137.039;4;0.6709999999999999
Motorcycle Drive By;58;262626;0.0127;0.42200000000000004;0.5770000000000001;0;0.0848;1;0.0263;122.506;4;0.615
All Apologies;10;157733;0.91;0.743;0.0262;4;0.0878;1;0.0363;100.053;4;0.33299999999999996
Foolish Games;62;340666;0.9440000000000001;0.298;0.0735;5;0.0976;1;0.0378;131.045;4;0.174
Where Have All the Cowboys Gone ? - Remastered Version;52;266320;0.11900000000000001;0.68;0.723;6;0.359;0;0.0439;129.012;4;0.6759999999999999
Because The Night [MTV Unplugged Version];61;223373;0.26;0.408;0.79;11;0.765;0;0.10300000000000001;122.624;4;0.34700000000000003
Both Hands;51;218800;0.89;0.77;0.115;7;0.105;1;0.0632;138.966;4;0.353
Save Me;55;274493;0.604;0.616;0.34600000000000003;10;0.0914;1;0.0304;143.351;4;0.344
You Learn - Live/Unplugged Version;62;261973;0.0639;0.308;0.7809999999999999;0;0.978;1;0.0746;16.693.099.999.999.900;4;0.28300000000000003
Three Marlenas;56;299440;0.0154;0.619;0.584;8;0.0873;1;0.0255;107.28;4;0.5770000000000001
The Times They Are A-Changin' - Live at Sony Music Studios; New York; NY - November 1994;49;348560;0.63;0.41600000000000004;0.007909999999999999;0.986;-13.243;1;0.0401;16.360.399.999.999.900
Sweet Child O' Mine;52;234133;0.0867;0.5920000000000001;0.865;7;0.10300000000000001;1;0.0282;12.427.799.999.999.900;4;0.659
Breathe - Remastered Version;54;247066;0.122;0.506;0.563;7;0.302;1;0.0284;13.717.700.000.000.000;4;0.24600000000000002
She Talks To Angels - Acoustic Bonus Version;46;379360;0.391;0.47700000000000004;0.456;4;0.141;1;0.0349;144.71;3;0.337
Cowboy Take Me Away;66;287266;0.365;0.467;0.622;6;0.0982;1;0.031;164.418;4;0.455
California Stars;57;298533;0.42200000000000004;0.622;0.736;9;0.0829;1;0.0292;110.24;4;0.723
Annabelle;42;243866;0.8959999999999999;0.575;0.20199999999999999;9;0.139;0;0.0317;149.509;4;0.284
In the Aeroplane Over the Sea;65;202346;0.395;0.275;0.7140000000000001;7;0.115;1;0.0328;9.408.200.000.000.000;3;0.242
Semi-Charmed Life;76;268360;0.008320000000000001;0.64;0.8640000000000001;7;0.12300000000000001;1;0.0315;10.202.600.000.000.000;4;0.7
Mr. Jones;78;272506;0.21100000000000002;0.581;0.8170000000000001;0;0.24600000000000002;1;0.0382;141.607;4;0.779
Two Princes;74;256733;0.00162;0.5429999999999999;0.912;7;0.0565;1;0.0601;10.373.100.000.000.000;4;0.836
Closing Time;75;273533;0.0237;0.486;0.867;7;0.155;1;0.0295;92.757;4;0.281
Save Tonight;68;239226;9,24E+10;0.547;0.693;0;0.113;1;0.0353;11.956.700.000.000.000;4;0.583
Push;72;238666;0.0067;0.42;0.672;6;0.10800000000000001;1;0.027000000000000003;168.019;4;0.47600000000000003
One Headlight;72;312587;0.00106;0.701;0.564;2;0.0657;1;0.0294;10.753.299.999.999.900;4;0.723
Hey Jealousy;63;236066;0.00117;0.46399999999999997;0.785;6;0.32799999999999996;0;0.0436;153.005;4;0.528
I'm Gonna Be (500 Miles);77;219466;0.151;0.851;0.551;4;0.0827;1;0.0396;131.922;4;0.807
Good;63;185093;0.00037200000000000004;0.615;0.657;7;0.132;1;0.028999999999999998;109.95;4;0.792
If You Could Only See;57;263280;0.00131;0.41700000000000004;0.946;10;0.154;0;0.0507;95.245;4;0.517
You Get What You Give;75;300773;0.171;0.618;0.8959999999999999;2;0.0875;1;0.0307;113.961;4;0.711
Lump;70;134200;0.00468;0.499;0.873;6;0.165;1;0.0386;142.726;4;0.8640000000000001
Someday - Remastered;63;243333;0.0108;0.743;0.67;1;0.22;0;0.0293;11.083.200.000.000.000;4;0.934
All I Want;60;196333;0.0558;0.6;0.8109999999999999;5;0.109;1;0.0788;124.303;4;0.622
Flagpole Sitta;64;217266;0.0018399999999999998;0.35100000000000003;0.899;7;0.284;1;0.0432;145.015;4;0.508
Laid;57;156866;0.0196;0.47700000000000004;0.965;0;0.138;1;0.0361;116.251;4;0.642
Selling The Drama;54;205413;0.00913;0.444;0.904;6;0.145;1;0.0633;12.425.299.999.999.900;4;0.341
My Own Worst Enemy;73;169026;0.0012900000000000001;0.494;0.946;4;0.39799999999999996;1;0.0637;10.340.799.999.999.900;4;0.741
In The Meantime;62;299506;0.083;0.26899999999999996;0.895;9;0.153;1;0.11800000000000001;168.479;4;0.16
Barely Breathing;61;254546;0.0281;0.48200000000000004;0.807;0;0.177;1;0.0457;187.918;4;0.516
The Way;65;257093;0.154;0.653;0.8740000000000001;6;0.307;0;0.0341;120.84;4;0.902
Everything You Want;65;257066;0.0504;0.637;0.759;3;0.0642;0;0.0305;93.898;4;0.741
Dyslexic Heart;51;271200;0.0391;0.637;0.902;0;0.128;1;0.0292;136.575;4;0.843
What's My Age Again?;34;148573;0.0133;0.39799999999999996;0.9540000000000001;6;0.0891;1;0.0715;157.766;4;0.433
No Rain;75;217106;0.619;0.389;0.47600000000000003;9;0.255;1;0.0316;14.811.700.000.000.000;4;0.5660000000000001
Virtual Insanity - Remastered;55;229360;0.12300000000000001;0.659;0.9490000000000001;6;0.133;1;0.105;92.025;4;0.512
Got You (Where I Want You);56;242453;0.000405;0.47;0.644;8;0.134;1;0.0269;75.597;4;0.521
High;5;273933;0.0328;0.47100000000000003;0.7709999999999999;2;0.0594;1;0.0365;160.958;4;0.221
Who's Gonna Ride Your Wild Horses;15;316426;0.040999999999999995;0.436;0.682;7;0.0712;1;0.0384;13.266.299.999.999.900;4;0.41600000000000004
What's Up?;80;295493;0.16;0.561;0.555;11;0.114;0;0.0287;134.369;4;0.49700000000000005
Shimmer - Single Version;65;213948;0.0019199999999999998;0.263;0.784;7;0.15;1;0.054000000000000006;114.671;4;0.385
How Bizarre;61;224165;0.32299999999999995;0.785;0.6859999999999999;0;0.5660000000000001;1;0.0497;12.491.799.999.999.900;4;0.838
She's so High;73;224693;0.2;0.537;0.84;9;0.0998;1;0.0363;12.426.899.999.999.900;4;0.21100000000000002
Runaway Train;70;265866;0.0132;0.613;0.72;0;0.10400000000000001;1;0.0425;11.734.100.000.000.000;4;0.561
Alright;73;180880;0.000479;0.467;0.958;4;0.299;0;0.0775;145.92;4;0.701
Bitter Sweet Symphony;32;358426;0.0415;0.389;0.889;9;0.46299999999999997;1;0.0442;17.112.099.999.999.900;4;0.524
Don't Speak;66;262746;0.27399999999999997;0.499;0.7609999999999999;5;0.13699999999999998;0;0.0367;76.118;4;0.5820000000000001
Right Here Right Now;56;189293;0.0088;0.657;0.608;2;0.10300000000000001;1;0.0287;10.686.200.000.000.000;4;0.723
Crazy for This Girl;56;202026;0.000487;0.457;0.9259999999999999;0;0.0949;1;0.038;93.964;4;0.41
One Week;56;169760;0.00854;0.7020000000000001;0.898;9;0.0917;1;0.0373;112.845;4;0.731
Sex & Candy;70;173493;0.23800000000000002;0.67;0.5579999999999999;2;0.106;1;0.0251;8.051.100.000.000.000;4;0.63
Send Me On My Way;57;261706;0.15;0.493;0.775;0;0.142;1;0.0752;119.384;4;0.6859999999999999
Feed the Tree;47;209000;0.00325;0.547;0.718;0;0.0718;1;0.0269;13.797.799.999.999.900;4;0.868
Why I'm Here;50;238093;0.00913;0.638;0.6659999999999999;8;0.111;0;0.0233;100.01;4;0.47
Beautiful Girl;52;207546;0.0187;0.675;0.6659999999999999;11;0.11199999999999999;1;0.027000000000000003;12.055.799.999.999.900;4;0.434
That Was A Crazy Game of Poker;53;522760;0.0323;0.529;0.665;0;0.068;1;0.0997;80.821;4;0.618
Losing My Religion;7;267760;0.122;0.667;0.877;9;0.124;0;0.0291;125.416;4;0.8109999999999999
Unbelievable;11;209813;0.000341;0.637;0.8490000000000001;1;0.141;1;0.0362;104.074;4;0.9359999999999999
Little Black Backpack - Remastered;6;224939;0.000136;0.452;0.85;7;0.0988;1;0.0503;118.1;4;0.324
Teenage Dirtbag;72;241840;0.36;0.617;0.84;4;0.179;1;0.0512;94.676;4;0.57
Come Out and Play;11;197800;0.0943;0.514;0.884;7;0.0654;1;0.151;158.262;4;0.898
All Star;83;200373;0.0319;0.731;0.861;11;0.0829;1;0.0323;10.403.399.999.999.900;4;0.78
Absolutely (Story of a Girl) - Radio Mix;68;189333;0.000891;0.48100000000000004;0.94;7;0.0939;1;0.066;96.493;4;0.66
Roll To Me;60;132306;0.41700000000000004;0.5660000000000001;0.804;6;0.11199999999999999;1;0.0364;149.989;4;0.858
Hey Leonardo (She Likes Me For Me);4;208493;0.0437;0.637;0.846;1;0.105;1;0.0346;103.119;4;0.634
Inside Out;68;219466;0.114;0.483;0.818;11;0.36700000000000005;1;0.0444;175.668;4;0.691
Blister in the Sun - 2002 Remastered Version;69;144333;0.21899999999999997;0.701;0.261;0;0.0821;1;0.0938;97.042;4;0.89
Cannonball;8;215573;0.00971;0.498;0.685;3;0.365;1;0.0394;112.49;4;0.765
Iris;79;289906;0.00133;0.29100000000000004;0.79;11;0.0811;0;0.0363;155.667;3;0.513
Into Your Arms;6;164466;0.0271;0.48;0.8909999999999999;2;0.185;1;0.0332;123.961;4;0.662
Mmm Mmm Mmm Mmm;59;235173;0.25;0.58;0.575;3;0.0813;1;0.0231;92.934;4;0.37
Santa Monica;68;191506;0.156;0.491;0.9420000000000001;7;0.36700000000000005;1;0.132;100.446;4;0.387
It's The End Of The World As We Know It (And I Feel Fine);67;246933;0.026000000000000002;0.38299999999999995;0.893;7;0.0251;1;0.037000000000000005;205.544;4;0.8029999999999999
Shine;67;306040;0.294;0.54;0.423;6;0.152;1;0.0283;150.135;4;0.353
Run-Around;61;280093;0.0721;0.58;0.899;7;0.0942;1;0.0818;152.311;4;0.847
Lullaby;52;329866;0.0211;0.626;0.731;7;0.249;1;0.0455;79.971;4;0.545
You Don't Know How It Feels;66;289440;0.11900000000000001;0.765;0.502;9;0.171;1;0.0321;144.204;4;0.836
All For You;66;218706;0.0399;0.631;0.7559999999999999;8;0.0924;1;0.0376;137.039;4;0.6709999999999999
Linger;77;274706;0.0783;0.439;0.434;7;0.14;1;0.0265;94.845;4;0.204
Ironic;60;225933;0.25;0.295;0.593;11;0.23600000000000002;1;0.0555;8.548.200.000.000.000;4;0.37
Breakfast At Tiffany's;68;257373;0.12;0.628;0.8290000000000001;2;0.09699999999999999;1;0.0293;11.037.700.000.000.000;4;0.503
Crash into Me;68;316466;0.122;0.541;0.677;4;0.0938;1;0.0373;101.1;4;0.555
Counting Blue Cars (Tell Me Your Thoughts On God);60;291906;0.0105;0.461;0.802;2;0.253;1;0.028999999999999998;100.179;4;0.384
One Man Army;49;202293;0.0273;0.406;0.888;6;0.0848;1;0.131;159.386;4;0.5920000000000001
Lovefool - Radio Edit;75;193893;0.0646;0.64;0.602;9;0.375;1;0.0299;111.87;4;0.951
Stupid Girl;59;258133;0.00336;0.588;0.804;11;0.0358;1;0.0333;120.015;4;0.736
The Freshmen;65;269466;0.0757;0.5710000000000001;0.505;1;0.109;0;0.0238;9.956.200.000.000.000;4;0.276
Glycerine;15;266493;0.0365;0.447;0.337;5;0.0945;1;0.0325;11.442.200.000.000.000;4;0.0827
The Distance;63;179600;0.0095;0.456;0.752;11;0.0573;0;0.09;18.356.900.000.000.000;4;0.897
The Impression That I Get;66;194760;0.0908;0.425;0.9359999999999999;4;0.201;1;0.145;18.231.799.999.999.900;4;0.665
Far Behind;55;299733;0.00187;0.552;0.645;7;0.0424;1;0.0268;8.951.799.999.999.990;4;0.588
Buddy Holly;72;159586;0.00611;0.535;0.9309999999999999;8;0.0887;1;0.0451;120.958;4;0.825
What I Got;20;171066;0.0172;0.795;0.706;7;0.326;1;0.10099999999999999;9.559.299.999.999.990;4;0.623
Wonderwall - Remastered;75;258732;0.000453;0.37200000000000005;0.865;2;0.23399999999999999;1;0.0381;174.53;4;0.478
Kiss Me;24;204753;0.11599999999999999;0.529;0.741;3;0.0736;1;0.0268;10.000.399.999.999.900;4;0.455
Closer to Fine;55;241600;0.368;0.54;0.677;9;0.22399999999999998;1;0.0286;98.339;4;0.748
Life Is A Highway;65;266560;0.0681;0.6829999999999999;0.7509999999999999;5;0.248;1;0.0346;103.036;4;0.841
Fade Into You;72;295600;0.245;0.42;0.33;9;0.0677;1;0.0275;157.143;3;0.175
New Age Girl;0;199087;0.105;0.632;0.6459999999999999;2;0.0454;1;0.0519;137.933;4;0.777
Friday I'm In Love;66;214400;0.0009720000000000001;0.526;0.762;0;0.33799999999999997;0;0.0342;136.203;4;0.505
High And Dry;74;257480;0.0718;0.418;0.38299999999999995;4;0.0896;1;0.0257;87.773;4;0.35200000000000004
Loser;70;235000;0.0341;0.66;0.627;6;0.385;0;0.124;85.44;4;0.789
She Don't Use Jelly;58;222278;0.207;0.33;0.556;7;0.315;1;0.0796;173.828;4;0.506
Everything About You;47;255160;0.00878;0.494;0.8170000000000001;1;0.0958;1;0.0516;122.671;4;0.755
Everything Falls Apart;49;234133;0.0465;0.573;0.818;4;0.111;1;0.0471;128.987;4;0.789
Freak Of The Week;45;200640;0.000543;0.618;0.82;11;0.546;0;0.0577;130.709;4;0.51
Better Days (And The Bottom Drops Out);54;207026;0.17300000000000001;0.758;0.8959999999999999;9;0.136;1;0.0501;94.911;4;0.797
Standing Outside a Broken Phone Booth with Money in My Hand;55;336800;0.136;0.725;0.614;0;0.062;1;0.0409;95.039;4;0.429
Bound For The Floor;55;223213;0.00011399999999999999;0.621;0.495;6;0.0592;1;0.0618;11.920.700.000.000.000;4;0.638
Smells Like Teen Spirit;77;301920;2,86E+11;0.516;0.9059999999999999;1;0.105;1;0.0658;116.775;4;0.728
Wonderwall - Remastered;75;258732;0.000453;0.37200000000000005;0.865;2;0.23399999999999999;1;0.0381;174.53;4;0.478
Basket Case;81;181533;0.00293;0.442;0.943;3;0.091;1;0.0602;85.064;4;0.7809999999999999
Zombie;82;306410;0.0163;0.299;0.613;7;0.368;1;0.0347;166.96;4;0.306
Are You Gonna Go My Way;75;211933;0.00165;0.619;0.67;11;0.331;0;0.0353;129.267;4;0.777
All Star;41;200373;0.0395;0.731;0.867;11;0.0861;1;0.032;10.401.899.999.999.900;4;0.7759999999999999
Come As You Are;74;218920;0.000182;0.505;0.825;4;0.0855;0;0.0401;11.998.700.000.000.000;4;0.541
Self Esteem;71;257826;0.0204;0.488;0.862;0;0.359;1;0.0476;104.56;4;0.706
Losing My Religion;20;268933;0.0943;0.7;0.6859999999999999;9;0.0847;0;0.0279;125.412;4;0.815
Under The Bridge;83;264306;0.0576;0.5589999999999999;0.345;4;0.141;1;0.0459;84.581;4;0.45799999999999996
Song 2 - 2012 Remastered Version;77;121160;0.0017800000000000001;0.674;0.789;8;0.0754;1;0.0676;129.804;4;0.9179999999999999
Bitter Sweet Symphony;32;358426;0.0415;0.389;0.889;9;0.46299999999999997;1;0.0442;17.112.099.999.999.900;4;0.524
Creep;24;235666;0.00563;0.532;0.344;7;0.115;1;0.035;91.834;4;0.126
Nothing Else Matters;29;388733;0.0505;0.5579999999999999;0.364;4;0.0753;0;0.0265;142.171;3;0.17
The Kids Aren't Alright;39;180160;0.00594;0.527;0.941;1;0.0641;1;0.0377;9.963.600.000.000.000;4;0.7929999999999999
All The Small Things;80;168000;0.0122;0.439;0.8909999999999999;0;0.547;1;0.057;148.599;4;0.695
Don't Speak;39;263000;0.24;0.522;0.7070000000000001;5;0.156;0;0.0354;76.05;4;0.5720000000000001
Killing In The Name;79;313573;0.0266;0.466;0.833;7;0.0327;1;0.304;88.785;4;0.6609999999999999
Closing Time;33;273533;0.0204;0.48100000000000004;0.865;7;0.17;1;0.0283;92.086;4;0.24100000000000002
Loser;70;235000;0.0341;0.66;0.627;6;0.385;0;0.124;85.44;4;0.789
Don't Look Back In Anger - Remastered;66;289559;0.0596;0.33299999999999996;0.922;0;0.126;1;0.0592;16.297.799.999.999.900;4;0.335
Everlong;78;250546;5.96e-05;0.41200000000000003;0.882;11;0.0805;0;0.0369;158.066;4;0.35600000000000004
1979 - Remastered 2012;76;266200;0.0166;0.765;0.7879999999999999;3;0.0513;1;0.0332;12.687.899.999.999.900;4;0.9640000000000001
Drive;68;232533;0.0538;0.6509999999999999;0.7929999999999999;4;0.13699999999999998;0;0.0338;90.573;4;0.682
November Rain;38;537506;0.0165;0.19699999999999998;0.629;11;0.125;1;0.03;79.495;4;0.221
Santeria;24;183200;0.0223;0.6729999999999999;0.772;1;0.141;0;0.0427;9.035.600.000.000.000;4;0.585
Black Hole Sun;78;318586;0.00020299999999999997;0.354;0.825;6;0.0758;1;0.0406;105.495;4;0.16
No Rain;75;217106;0.619;0.389;0.47600000000000003;9;0.255;1;0.0316;14.811.700.000.000.000;4;0.5660000000000001
Alive;19;341160;0.00541;0.298;0.825;2;0.44;1;0.0408;75.592;4;0.54
Semi-Charmed Life;76;268360;0.008320000000000001;0.64;0.8640000000000001;7;0.12300000000000001;1;0.0315;10.202.600.000.000.000;4;0.7
Hallelujah;74;413320;0.9209999999999999;0.33899999999999997;0.14300000000000002;0;0.37200000000000005;1;0.0317;101.213;3;0.0948
Alright;73;180880;0.000479;0.467;0.958;4;0.299;0;0.0775;145.92;4;0.701
Say It Ain't So;74;256880;0.00328;0.635;0.435;3;0.071;1;0.031;76.098;4;0.45899999999999996
Sabotage;73;178440;0.032;0.324;0.938;6;0.0961;0;0.102;16.813.099.999.999.900;4;0.5429999999999999
Bullet With Butterfly Wings;18;257706;5.01e-05;0.389;0.705;10;0.09;0;0.0553;122.154;4;0.555
Interstate Love Song;73;193613;0.000552;0.214;0.9470000000000001;4;0.23800000000000002;1;0.0507;17.061.599.999.999.900;4;0.483
Every You Every Me;69;213800;2,70E+11;0.478;0.9229999999999999;10;0.325;1;0.0569;133.134;4;0.165
Lump;70;134200;0.00468;0.499;0.873;6;0.165;1;0.0386;142.726;4;0.8640000000000001
Glycerine - Remastered;28;266493;0.0325;0.42700000000000005;0.337;5;0.0872;1;0.0324;114.075;4;0.0849
Epic;69;293653;0.0222;0.358;0.893;4;0.126;0;0.12;174.238;4;0.262
Celebrity Skin;26;162493;1,35E+11;0.44299999999999995;0.8959999999999999;9;0.369;1;0.0457;134.145;4;0.733
Closer;69;373306;0.000365;0.5589999999999999;0.725;10;0.11199999999999999;0;0.0426;90.012;4;0.501
The Distance;63;179600;0.0095;0.456;0.752;11;0.0573;0;0.09;18.356.900.000.000.000;4;0.897
Stupid Girl;59;258133;0.00336;0.588;0.804;11;0.0358;1;0.0333;120.015;4;0.736
